Component, GAV, License, URL, Scope, Path
Maven Plugin Descriptor Model,org.apache.maven:maven-plugin-descriptor:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Plugin Parameter Documenter API,org.apache.maven:maven-plugin-parameter-documenter:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Plugin Registry Model,org.apache.maven:maven-plugin-registry:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Profile Model,org.apache.maven:maven-profile:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Project Builder,org.apache.maven:maven-project:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Reporting API,org.apache.maven.reporting:maven-reporting-api:jar:2.1.0,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Maven Repository Metadata Model,org.apache.maven:maven-repository-metadata:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Toolchains,org.apache.maven:maven-toolchain:jar:2.1.0,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon API,org.apache.maven.wagon:wagon-provider-api:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon File Provider,org.apache.maven.wagon:wagon-file:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon HTTP Shared Library,org.apache.maven.wagon:wagon-http-shared:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon Lightweight HTTP Provider,org.apache.maven.wagon:wagon-http-lightweight:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon SSH Common Library,org.apache.maven.wagon:wagon-ssh-common:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon SSH External Provider,org.apache.maven.wagon:wagon-ssh-external:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon SSH Provider,org.apache.maven.wagon:wagon-ssh:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Maven Wagon WebDav Provider,org.apache.maven.wagon:wagon-webdav-jackrabbit:jar:1.0-beta-5,Apache License 2.0,http://maven.apache.org/,binary,
Mozilla Rhino,org.mozilla:rhino:jar:1.7R4,Mozilla Public License -  Version 2.0,http://www.mozilla.org/MPL/2.0/index.txt,binary,
Neko HTML,com.atlassian.bundles:nekohtml:bundle:1.9.12-1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Neko HTML,nekohtml:nekohtml:jar:1.9.6.2,Apache License 2.0,http://nekohtml.sourceforge.net/,binary,
Neko HTML,net.sourceforge.nekohtml:nekohtml:jar:1.9.12,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Neko HTML,net.sourceforge.nekohtml:nekohtml:jar:1.9.19,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
NeuQuantColorQuantization,Unspecified,Apache License 2.0,,binary,
OAuth Core,net.oauth.core:oauth:jar:20090617,http://oauth.net/license/core/1.0/,http://oauth.net/code/oauth-core-parent/oauth,binary,
OAuth Core: Provider,net.oauth.core:oauth-provider:jar:20090531,http://oauth.net/license/core/1.0/,http://oauth.net/code/oauth-core-parent/oauth-provider,binary,
objectweb-datasource,jotm:objectweb-datasource:jar:1.4.3,BSD License,,binary,
org-json-java,org.json:org.json:jar:chargebee-1.0,JSON License,http://www.json.org/java/index.html,binary,
org.apache.tools.ant,org.apache.ant:ant:jar:1.7.1,Apache License 2.0,http://ant.apache.org/ant,binary,
org.eclipse.sisu.inject,com.atlassian.org.eclipse.sisu:org.eclipse.sisu.inject:eclipse-plugin:0.0.0.atlassian6,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,
org.objectweb.asm,org.objectweb.asm:org.objectweb.asm:jar:3.3.1.v201105211655,BSD License,,binary,
oro,oro:oro:jar:2.0.7,Apache License 1.1,,binary,
oscore,opensymphony:oscore:jar:2.2.7-atlassian-1,Apache License 1.1,,binary,
osworkflow,osworkflow:osworkflow:jar:2.8.1,Apache License 1.1,,binary,
ots-jts,ots-jts:ots-jts:jar:1.0,Public Domain,,binary,
OWASP AntiSamy,org.owasp.antisamy:antisamy:jar:1.4.4,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,
Package Export Scanner,org.twdata.pkgscanner:package-scanner:jar:0.9.5,Apache License 2.0,http://maven.apache.org,binary,
packagist,Unspecified,MIT License,http://github.com/composer/packagist/,binary,
ParaNamer Core,com.thoughtworks.paranamer:paranamer:jar:2.3,BSD,http://paranamer.codehaus.org/,binary,
parseuri,Unspecified,MIT License,http://github.com/holywarez/parseuri/,binary,
pell-multipart-request,webwork:pell-multipart-request:jar:1.31.0,Apache License 1.1,,binary,
PicoContainer Core,org.picocontainer:picocontainer:jar:2.14.3,BSD License,http://picocontainer.codehaus.org/project.html,binary,
Plexus Common Utilities,org.codehaus.plexus:plexus-utils:jar:1.5.6,Apache License 2.0,http://maven.apache.org/,binary,
Plexus Cypher Component,org.sonatype.plexus:plexus-cipher:jar:1.1,Common Public License 1.0,http://forge.sonatype.com/spice-parent/plexus-cipher,binary,
Plexus Default Interactivity Handler,org.codehaus.plexus:plexus-interactivity-api:jar:1.0-alpha-4,Apache License 2.0,http://maven.apache.org/,binary,
Plexus Interpolation API,org.codehaus.plexus:plexus-interpolation:jar:1.8.1,Apache License 2.0,http://maven.apache.org/,binary,
Plexus Security Dispatcher Component,org.sonatype.plexus:plexus-sec-dispatcher:jar:1.1,Common Public License 1.0,http://forge.sonatype.com/spice-parent/plexus-sec-dispatcher,binary,
propertyset,opensymphony:propertyset:jar:1.5,OpenSymphony Software License -  Version 1.1,,binary,
Quartz Enterprise Job Scheduler,org.quartz-scheduler:quartz:jar:1.8.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
quartz-oracle,org.quartz-scheduler:quartz-oracle:jar:1.8.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,
qunit,Unspecified,MIT License,http://docs.jquery.com/QUnit,binary,
radeox,radeox:radeox:jar:1.0b2-forked-22Apr2004,Apache License 2.0,,binary,
raphael-analytics,Unspecified,MIT License,http://github.com/ksylvest/raphael-analytics/,binary,
RaphaelJavaScriptLibrary,1.5.2,MIT License,http://raphaeljs.com/,binary,
Redmine Java API,com.taskadapter:redmine-java-api:jar:1.23,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ROME -  RSS and atOM utilitiEs for Java,rome:rome:jar:1.0,Apache License 2.0,https://rome.dev.java.net/,binary,
RRD4J,org.rrd4j:rrd4j:jar:2.2-atlassian-1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
sass-lang,Unspecified,MIT License,,binary,
Scala Compiler,org.scala-lang:scala-reflect:jar:2.10.3,BSD License,http://www.scala-lang.org/downloads/license.html,binary,
Scala Library,org.scala-lang:scala-library:jar:2.10.3,BSD License,http://www.scala-lang.org/downloads/license.html,binary,
scala-provider-plugin,com.atlassian.scala.plugins:scala-2.10-provider-plugin:atlassian-plugin:0.5,SCALA LICENSE,http://www.scala-lang.org/license.html,binary,
Scribe OAuth Library,org.scribe:scribe:jar:1.3.1,MIT,http://github.com/fernandezpablo85/scribe-java/blob/master/LICENSE.txt,binary,com.atlassian.jira.plugins:jira-dvcs-connector-plugin:2.1.28/META-INF/maven/org.scribe/scribe
Scribe OAuth Library,org.scribe:scribe:jar:1.3.3,MIT,http://github.com/fernandezpablo85/scribe-java/blob/master/LICENSE.txt,binary,
servlet-api,javax.servlet:servlet-api:jar:2.4,Apache License 2.0,,binary,
Shared Application Access Layer API,com.atlassian.sal:sal-api:atlassian-plugin:2.10.20,BSD License,http://www.atlassian.com/public-pom/sal-parent/sal-api,binary,
Shared Application Access Layer Core,com.atlassian.sal:sal-core:jar:2.10.20,BSD License,http://www.atlassian.com/public-pom/sal-parent/sal-core,binary,
Shared Application Access Layer SPI,com.atlassian.sal:sal-spi:atlassian-plugin:2.10.20,BSD License,http://www.atlassian.com/public-pom/sal-parent/sal-spi,binary,
Simple API for CSS,org.w3c.css:sac:jar:1.3,The W3C Software License,http://www.w3.org/Consortium/Legal/copyright-software-19980720,binary,
SimpleJavaScriptInheritance,Unspecified,MIT License,,binary,
sinon,Unspecified,Apache License 2.0,http://sourceforge.net/projects/sinon/,binary,
sinon-qunit,1.0.0,Apache License 2.0,http://sourceforge.net/projects/sinon/,binary,
sinon-web,1.3.2,BSD License,http://github.com/cjohansen/sinon-web/,binary,
Sisu Guice - Core Library,org.sonatype.sisu:sisu-guice:jar:3.1.3,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Sisu Guice - Extensions - AssistedInject,org.sonatype.sisu.inject:guice-assistedinject:jar:3.1.3,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Sisu Guice - Extensions - MultiBindings,org.sonatype.sisu.inject:guice-multibindings:jar:3.1.3,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
SiteMesh,opensymphony:sitemesh:jar:2.5-atlassian-10,Apache License 1.1,https://github.com/atlassian/sitemesh2,binary,
SLF4J API Module,org.slf4j:slf4j-api:jar:1.6.4,MIT License,http://www.slf4j.org,binary,
SLF4J LOG4J-12 Binding,org.slf4j:slf4j-log4j12:jar:1.6.4,MIT License,http://www.slf4j.org,binary,
SLF4J NOP Binding,org.slf4j:slf4j-nop:jar:1.5.3,MIT License,http://www.opensource.org/licenses/mit-license.php,binary,
Spring AOP,org.springframework:spring-aop:jar:3.2.5.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Context Support,org.springframework:spring-context-support:jar:3.2.5.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Context,org.springframework:spring-context:jar:3.2.5.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Expression Language (SpEL),org.springframework:spring-expression:jar:3.2.5.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework,org.springframework:spring:jar:2.5.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: AOP,org.springframework:spring-aop:jar:2.5.6.SEC01,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Beans,org.springframework:spring-beans:jar:2.5.6.SEC01,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Context,org.springframework:spring-context:jar:2.5.6.SEC01,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Core,org.springframework:spring-core:jar:2.5.6.SEC01,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: DAO,org.springframework:spring-dao:jar:2.0.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Hibernate2,org.springframework:spring-hibernate2:jar:2.0.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: JDBC,org.springframework:spring-jdbc:jar:2.0.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Transaction,org.springframework:spring-tx:jar:2.5.6.SEC01,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Web MVC,org.springframework:spring-webmvc:jar:2.5.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Web,org.springframework:spring-web:jar:2.0.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring Framework: Web,org.springframework:spring-web:jar:2.5.6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Spring LDAP Core,org.springframework.ldap:spring-ldap-core:jar:1.3.1.RELEASE,Apache License 2.0,,binary,
Spring OSGi Annotations,org.springframework.osgi:spring-osgi-annotation:bundle:1.2.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins:atlassian-plugins-osgi:3.2.5/osgi-framework-bundles.zip/spring-osgi-annotation-1.2.1.jar/META-INF/maven/org.springframework.osgi/spring-osgi-annotation
Spring OSGi Core,org.springframework.osgi:spring-osgi-core:bundle:1.2.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins:atlassian-plugins-osgi:3.2.5/osgi-framework-bundles.zip/spring-osgi-core-1.2.1.jar/META-INF/maven/org.springframework.osgi/spring-osgi-core
Spring OSGi Extender,org.springframework.osgi:spring-osgi-extender:bundle:1.2.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins:atlassian-plugins-osgi:3.2.5/osgi-framework-bundles.zip/spring-osgi-extender-1.2.1.jar/META-INF/maven/org.springframework.osgi/spring-osgi-extender
Spring OSGi IO,org.springframework.osgi:spring-osgi-io:bundle:1.2.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0,binary,com.atlassian.plugins:atlassian-plugins-osgi:3.2.5/osgi-framework-bundles.zip/spring-osgi-io-1.2.1.jar/META-INF/maven/org.springframework.osgi/spring-osgi-io
spring,org.springframework:spring:jar:2.5.6.SEC03-atlassian-6,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.plugins:atlassian-plugins-osgi:3.2.5/osgi-framework-bundles.zip/spring-2.5.6.SEC03-atlassian-6.jar/META-INF/maven/org.springframework/spring
spring-aopalliance,spring:spring-aopalliance:jar:1.0,Apache License 2.0,,binary,com.atlassian.soy:soy-template-plugin:2.7.0/META-INF/lib/aopalliance-1.0.jar
spring-security-core,org.springframework.security:spring-security-core:jar:3.1.0.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
spring-security-crypto,org.springframework.security:spring-security-crypto:jar:3.1.0.RELEASE,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
SQLite JDBC,org.xerial:sqlite-jdbc:jar:3.7.2,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Stax2 API,org.codehaus.woodstox:stax2-api:jar:3.1.0,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,
Streaming API for XML (STAX API 1.0),org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:bundle:1.0.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.streams:streams-aggregator-plugin:5.4.9/META-INF/maven/org.apache.geronimo.specs/geronimo-stax-api_1.0_spec
Streaming API for XML,javax.xml.stream:stax-api:jar:1.0-2,GNU Lesser General Public License 2.1,http://www.gnu.org/licenses/gpl.txt,binary,
Streams API,com.atlassian.streams:streams-api:jar:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-api,binary,
Streams Core Plugin,com.atlassian.streams:streams-core-plugin:atlassian-plugin:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-core-plugin,binary,
Streams Inline Actions Plugin,com.atlassian.streams:streams-inline-actions-plugin:atlassian-plugin:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-inline-actions-plugin,binary,
Streams Plugin,com.atlassian.streams:streams-aggregator-plugin:atlassian-plugin:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-aggregator-plugin,binary,
Streams SPI,com.atlassian.streams:streams-spi:jar:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-spi,binary,
Streams Third Party API,com.atlassian.streams:streams-thirdparty-api:jar:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-thirdparty-api,binary,
Streams Third Party Provider Plugin,com.atlassian.streams:streams-thirdparty-plugin:atlassian-plugin:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-thirdparty-plugin,binary,
streams-gadget-resources,com.atlassian.streams:streams-gadget-resources:jar:5.4.9,BSD License,http://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-gadget-resources,binary,
Streamy JSON interfaces,com.atlassian.json:atlassian-json-api:jar:0.9,BSD License,http://opensource.org/licenses/BSD-3-Clause,binary,
Super CSV Core,net.sf.supercsv:super-csv:jar:2.1.0,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,
Support Tools Plugin - SPI,com.atlassian.support:stp-spi:jar:3.5.20,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Support Tools Plugin API,com.atlassian.support:stp-api:jar:3.5.20,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Support Tools Plugin CDN compatibility bridge,com.atlassian.support:cdn-bridge-stp:jar:3.5.20,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Support Tools Plugin,com.atlassian.support:stp:atlassian-plugin:3.5.20,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,
swfobject,2.2,MIT License,http://code.google.com/p/swfobject/,binary,
text-overflow,Unspecified,BSD License,http://github.com/bramstein/text-overflow/,binary,
tomcat,7,Apache License 2.0,http://tomcat.apache.org/,binary,
tools,com.sun:tools:pom:1.6,Sun Public License,,binary,
underscore,1.3.1,MIT License,http://github.com/documentcloud/underscore/,binary,
UnobtrusiveDynamicSelectBoxes,Unspecified,Reviewed License (LICAUDIT-22),,binary,
UrlRewriteFilter,org.tuckey:urlrewritefilter:jar:4.0.3,BSD License,http://www.opensource.org/licenses/bsd-license.php,binary,
User compatibility pack for JIRA,com.atlassian.usercompatibility:usercompatibility-jira:jar:0.10,BSD License,http://www.atlassian.com/atlassian-public-pom/usercompatibility-jira/,binary,
User compatibility pack for SAL,com.atlassian.usercompatibility:usercompatibility-sal:jar:0.5,BSD License,http://www.atlassian.com/atlassian-public-pom/usercompatibility-sal-parent/usercompatibility-sal,binary,
VelocityTools,org.apache.velocity:velocity-tools:jar:1.3,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
wadl-resourcedoc-doclet,com.sun.jersey.contribs:wadl-resourcedoc-doclet:jar:1.8-atlassian-15,Common Development and Distribution License 1.1,http://glassfish.java.net/public/CDDL+GPL_1_1.html,binary,
Web Fragments API for Atlassian Plugins,com.atlassian.plugins:atlassian-plugins-webfragment-api:jar:3.0.5,BSD,http://www.atlassian.com/public-pom/atlassian-plugins-webfragment-parent/atlassian-plugins-webfragment-api,binary,
Web Fragments for Atlassian Plugins,com.atlassian.plugins:atlassian-plugins-webfragment:jar:3.0.5,BSD,http://www.atlassian.com/public-pom/atlassian-plugins-webfragment-parent/atlassian-plugins-webfragment,binary,
Woodstox,org.codehaus.woodstox:woodstox-core-asl:jar:4.1.0,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Woodstox,org.codehaus.woodstox:wstx-asl:jar:3.2.4,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
WSDL4J,wsdl4j:wsdl4j:jar:1.6.1,CPL,http://www.opensource.org/licenses/cpl1.0.txt,binary,
xalan,xalan:xalan:jar:2.7.0,Apache License 2.0,,binary,
xapool,xapool:xapool:jar:1.3.1,GNU Lesser General Public License 2.1,,binary,
xercesImpl,xerces:xercesImpl:jar:2.9.1,Apache License 2.0,,binary,
xercesMinimal,nekohtml:xercesMinimal:jar:1.9.6.2,Apache License 2.0,,binary,
XFire Aegis Binding,org.codehaus.xfire:xfire-aegis:jar:1.2.6,MIT License,,binary,
XFire Core,org.codehaus.xfire:xfire-core:jar:1.2.6,MIT License,,binary,
XML Commons External Components XML APIs,xml-apis:xml-apis:jar:1.3.04,Apache License 2.0,http://xml.apache.org/commons/components/external/,binary,
Xml Compatibility extensions for Jackson,org.codehaus.jackson:jackson-xc:jar:1.9.1,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
xmlrpc,xmlrpc:xmlrpc:jar:2.0,Apache License 2.0,,binary,
xmlsec,xml-security:xmlsec:jar:1.4.2,Apache License 2.0,,binary,
xmltask,com.oopsconsultancy:xmltask:jar:1.14,Apache License 1.1,,binary,
xpp3,xpp3:xpp3:jar:1.1.3.4-RC8,BSD License,http://www.extreme.indiana.edu/xgws/xsoap/xpp/mxp1/,binary,
XStream Core,com.thoughtworks.xstream:xstream:jar:1.2,BSD License,http://xstream.codehaus.com/license.html,binary,com.atlassian.gadgets:atlassian-gadgets-opensocial-plugin:3.5.7/META-INF/lib/xstream-1.2.jar/META-INF/maven/com.thoughtworks.xstream/xstream
XStream Core,com.thoughtworks.xstream:xstream:jar:1.3.1,BSD License,http://xstream.codehaus.com/license.html,binary,
ZParse,Unspecified,MIT License,http://github.com/smith/ZParse/,binary,
